8200878	1	a	This paper explores the importance of gender differences in the impact of tropical diseases on women. Malaria and schistosomiasis are used as examples but most of the observations also apply to other diseases endemic to developing countries. The distinction between sex and gender is discussed and evidence of sex and gender differences in the determinants and consequences of malaria and schistosomiasis, particularly their economic, social and personal dimensions, is reviewed. Issues on which research and intervention studies are needed are identified.
19803115	0	a	This study assesses the importance of customer-contact intensity at the service encounter level as a determinant of service quality assessments. Using data from the U.S. Department of Veterans Affairs, it shows that performance-driven human resources practices play an important role as determinants of employee customer orientation and service capability in both high-contact (outpatient healthcare) and low-contact (benefits claim processing) human service contexts. However, there existed significant differences across service delivery settings in the salience of customer orientation and the congruence between employee and customer perceptions of service quality, depending on the intensity of customer contact. In both contexts, managerial attention to high-performance work systems and customer-orientation has the potential to favorably impact perceptions of service quality, amplify consumer satisfaction, and enhance operational efficiency.
12157840	1	a	"""This study attempts to trace the determinants of rural out-migration for a typical portion of the Canadian Prairies, namely agricultural Manitoba. In concentrating on the 'push' factors responsible for gross out-migration over the period 1966-71, the study considers aspects of several dimensions: spatial, economic, social, ethnic and demographic. However, in order to explore the ramifications of interaction between migration and these multifaceted factors, a model is construed which dwells not only on the forces responsible for out-migration, per se, but also on those capable of regulating rural economic structure and agricultural welfare."""
26707126	0	a	BACKGROUND: Behaviour is guided by perceptions and traditions. As such, understanding culture and religion is important in order to understand healthcare behaviour. Religious perceptions shape a person's understanding of the world and are maintained through texts and tradition. One such important religious text in relation to sexual and reproductive health is the Nativity story. This account of the conception and birth of Jesus is well known in the Christian cultural sphere and beyond, and it has for generations shaped perceptions of childbirth. METHODS: This paper attempts a re-reading of the Nativity story using a hermeneutic approach. RESULTS AND CONCLUSION: This reveals a dual understanding of the Nativity, not just as an account of immaculate transcendence and a rosy Christmas tale, but as a source of identification for pregnant women and mothers and a call to action for improved maternal and child healthcare.
19936550	0	a	OBJECTIVE: Characterize diagnosis and treatment of breast cancer in Bogota, Colombia and examine the extent and determinants of patient delay. MATERIAL AND METHODS: Using a census approach we identified 1 106 women with breast cancer. Information was gathered through personal interviews and the review of medical records. Patient delay was defined as the time elapsed from first symptoms to initial consultation. RESULTS: More than 80% of the women (902) consulted due to symptoms; the majority had advanced-stage disease. Patient delay was established in 20.3% and the main related factors were older age, lack of social security and advanced clinical stage. Higher education in patients was associated with reduced delays. DISCUSSION: Women do not recognize breast cancer symptoms. Patient delay and related factors are similar to those found in other studies. There is an urgent need to develop communication and education strategies regarding breast cancer symptoms and early detection.
30375304	0	a	ABSTRACTBackground:Given the rate of the undiagnosed cases of dementia and the consequences of inappropriate care, understanding the factors that explain the use of medical and health care in dementia is a critical concern. Our objective was to identify the psychosocial and medical determinants of use of care in dementia. METHODS: The study sample consisted of 308 participants: the persons with dementia (n = 99) selected from three French population-based cohorts (i.e. PAQUID, 3C, AMI), their family caregivers (primary, n = 96, and secondary, n = 51), and their general practitioners (n = 62). Use of care in dementia was considered according to two indicators: (1) recourse to secondary care, (2) number of community and health services used. RESULTS: Multiple logistic models including sociodemographics and psychosocial variables revealed that the determinants of nonuse of care are similar both for the recourse to secondary care and for the number of community and health services used: lack of education and the contribution of the people with dementia to the decisions regarding their own care and dementia care services in the community area. In addition, satisfaction of the primary caregiver with the services used by his/her relative is associated with non-recourse to secondary care. CONCLUSIONS: Taken together, these results highlight the predominant role of psychosocial factors in the use of care in dementia and the importance of addressing this issue through an integrative approach including psychological, social, medical, and family dimensions.
3186028	1	a	The pattern of disease in New Zealand is changing and will continue to do so. Some trends are predictable, while others (such as the epidemic of AIDS) may be unexpected. Analysis of past improvements in health suggests that medical research would be more productive if greater attention were paid to the external influences and personal behaviour which are the chief determinants of health. Apart from such general implications, analysis of the changing patterns of disease is vital as a stimulus and guide for medical research of all kinds. More effective monitoring of disease trends in New Zealand will require improvement in the quality and timeliness of routine health statistics, and training of adequate numbers of epidemiologists to analyse and interpret the data. Such developments are essential if medical research is to make a full contribution to the health of New Zealanders.
14765475	0	a	This article is one of a series commissioned to mark the tenth anniversary of the Canadian HIV/AIDS Legal Network, discussing past developments and future directions in areas of policy and law related to HIV/AIDS. It takes a critical look at Canada's drug policy. Despite calls for a balanced approach focused on reducing drug-related harm, Canada's method of dealing with problems of illicit drug use has remained prohibitionist in nature, and by far the greatest part of federal funding is devoted to supply-reduction initiatives. Considerable changes in policy and law are needed to significantly reduce the harms associated with injection drug use in Canada. These include developing a comprehensive and integrated strategy, exploring alternative legal frameworks, piloting innovative approaches to reducing injection-related harms, and investing in broad social policies that address the determinants of injection drug use.
23290623	0	a	OBJECTIVES: Exposure to child maltreatment is associated with physical, emotional, and social impairment, yet in Canada there is a paucity of community-based information about the extent of this problem and its determinants. We examined the prevalence of child physical and sexual abuse and the associations of child abuse with early contextual, family, and individual factors using a community-based sample in Ontario. METHODS: The Ontario Child Health Study is a province-wide health survey of children aged 4 through 16 years. Conducted in 1983, a second wave was undertaken in 1987 and a third in 2000-2001. The third wave (N=1,928) included questions about exposure to physical and sexual abuse in childhood. RESULTS: Males reported significantly more child physical abuse (33.7%), but not severe physical abuse (21.5%), than females (28.2% and 18.3%, respectively). Females reported significantly more child sexual abuse (22.1%) than males (8.3%). Growing up in an urban area, young maternal age at the time of the first child's birth, and living in poverty, predicted child physical abuse (and the severe category), and sexual abuse. Childhood psychiatric disorder was associated with child physical abuse (and the severe category), while parental adversity was associated with child sexual abuse and severe physical abuse. Siblings of those who experienced either physical abuse or sexual abuse in childhood were at increased risk for the same abuse exposure; the risk was highest for physical abuse. CONCLUSIONS: These findings highlight important similarities and differences in risk factors for physical and sexual abuse in childhood. Such information is useful in considering approaches to prevention and early detection of child maltreatment. Clinicians who identify physical abuse or sexual abuse in children should be alert to the need to assess whether siblings have experienced similar exposures. This has important implications for assessment of other children in the home at the time of identification with the overall goal of reducing further occurrence of abuse.
1489240	1	a	Prevalence of pelvic inflammatory disease (PID) reflects community and individual risk factors. Cultural and behavioural factors influence community prevalence of sexually transmitted disease (STD), illegal abortion, puerperal sepsis and contraceptive usage--all of which influence risk of PID. The relative importance of these factors will vary by region. Individual risk factors for the ascent of a lower genital tract infection are still poorly understood but are thought to be behavioural and immunological. Prevention of PID must be undertaken at several levels. At primary level, it requires a reduction in community risk. At secondary level, individual risk can be modified by ensuring diagnosis and treatment of STD before damage of the upper genital tract occurs. More attention to cultural factors should increase the potential for prevention at both levels.
2236224	1	a	The purpose of this article is to examine movement science research on personal and social-environmental motivational influences in physical activity contexts. Motivation is defined as a process in which internal and external factors direct and energize thoughts, feelings, and actions. Motivation is described as a consequence of meaning, which is derived from a combination of personal and social factors, including personal goals or incentives, expectations of personal efficacy, movement-related perceptual and affective experiences, and social and physical features of the environment. Recent literature from sport and exercise psychology is presented on these variables, their determinants, and their consequences for choice, effort, persistence, and performance behavior in exercise and sport contexts.
8212935	1	a	In a prospective longitudinal study on child development from birth to age eight 362 first-born infants and their families were investigated. The subjects were distributed across the nine cells of a two-factorial design, factor 1 representing the degree of organic, factor 2 the degree of psychosocial risk. At age 3 months mother-child interaction was videotaped and evaluated with microanalytic technique. The quality of MCI could be demonstrated to be as predictive for later cognitive development as early developmental tests. Social-emotional problems of the toddler and preschool child was predicted better by parameters of early MCI than by temperament. Disturbed interactions were associated with later cognitive retardation and enhanced behavior problems. MCI is significantly determined by neglect and rejection, which showed typical behavioral patterns. The early separation of mother and high risk newborn itself did not lead to alterations in maternal attachment. Compared with mother daughter dyads early interaction of mother and son was characterized by more reactivity and positive emotion.
31212101	0	a	BACKGROUND: Social determinants of health impact the delivery of care and outcomes in patients with pancreatic cancer. We explored the relationship between social determinants of health and presentation, treatment, and outcomes of patients with pancreatic adenocarcinoma at an urban safety-net medical center. DESIGN: A single-institution retrospective chart review of patients with pancreatic adenocarcinoma was conducted. Demographic, tumor, and treatment characteristics were obtained. Median overall survival, stage-specific survival, receipt of curative operation, and receipt of perioperative therapy were analyzed. Chi-square tests were used for categorical variables. Survival was determined by the Kaplan-Meier method. RESULTS: We identified 240 patients with pancreatic adenocarcinoma treated between January 2006 and December 2017. Median age was 66 years, 51% were female, 48% were non-white, 22% were non-English-speaking, 16% were Hispanic, and 40% were Medicaid/uninsured. There were 74 (31%) patients with early-stage (I/II) disease. There were no statistically significant differences between race, primary language, or ethnicity and receipt of surgical therapy or receipt of perioperative therapy. Relatively more patients with private insurance (100%) received perioperative therapy compared with Medicaid/uninsured (64%) and Medicare-insured (50%) patients (p = 0.018). Nearly 30% of patients with operable disease either declined having an intervention or were found to be too frail to undergo surgical intervention. CONCLUSIONS: There were no statistically significant relationships between examined social determinants of health and use of operation or perioperative therapy. Patients treated at an urban safety-net hospital with a focus on vulnerable patient populations are able to provide outcomes similar to national averages. Additional exploration of factors affecting outcomes for pancreatic cancer in these patients will be important, as many centers absorb higher immigrant and indigent populations.
28501047	0	a	Population-level assessment and planning has traditionally been the role of public health departments but in establishing Primary Health Networks (PHNs), the Australian Government has instituted a new mechanism for identifying community needs and commissioning services to meet those needs. If PHNs are to achieve the vision of nimble organisations capable of identifying and addressing local health needs via integrated health and social services, several things need to occur. First, PHN funding schedules must become more flexible. Second, the Federal health department must maintain an open dialogue with PHNs, permit waivers in funding schedules to suit local conditions and be prepared to back innovations with seed investment. Third, health data exchange and linkage must be accelerated to better inform community needs assessments and commissioning. Finally, PHNs must be encouraged and supported to develop collaborations both within and outside the health sector in order to identify and address a broad set of health issues and determinants. By following these principles, PHNs may become leading change agents in the Australian healthcare system.
9080569	1	a	This is an analysis of system integration, social stratification and work for health status and health care in East and West Germany. It is based on aggregate data and representative survey data of random samples of 2554 adults in both subsystems. Findings show that there were marked differences in life-expectancy prior to unification. The integration of the two systems, which occurred almost totally with regard to terms of West German health care organization, shows adjustment problems in the East for the public Health-Care-Funds and few if any for ambulatory care. The work situation has an impact on health, but there are no significant differences for East versus West. Social stratification variables show an influence on subjective health status for education (East) and for income, social status (West), while physician utilization (despite a preference of specialists by those with higher status) is not significantly determined by stratification variables in either East or West Germany. Beyond the central focus on work and stratification determinants a major finding pertains to a comparatively worse health situation for the aged and for women in what was the former East Germany. System models of Capitalism versus Socialism fit the results and recent history of the two systems to only a limited degree, as the West German corporate health system shows clear limits in following free market principles. The East German system, regardless of its centralized organization and move towards a socialist system, never fully abandoned the traditional model of German health care. Unlike the East German health system, that of West Germany, with its general expansion to 92% of the population, shows an increasing effect for social redistribution. The latter may be a reason why standard indicators of social stratification show less of an impact on health and health care than expected, while conditions at work clearly determine the health of people-the latter being the case in both the former East and West Germany.
