12283198	0	a	"""This study examines socio-economic differentials in age differences between spouses in Bangladesh. The variables considered for the analysis are bride's current and childhood residences, education, work status before and after marriage; and groom's childhood residence, education and occupation. Among these variables, childhood residence, education and occupation evince the strongest differentials."" (SUMMARY IN FRE AND ITA)"
689592	1	a	In recent years the mental health field has been characterized by innovation and change. All changes are not sound or necessary, and the most common approach to implementing change, that of power, can have unfortunate consequences. However, the incidence of innovation and change and the growing technology on planning for the adoption of innovations indicates that change can be managed more effectively. One approach to managing change is the decision determinants analysis model, a group of eight factors that influence whether a change will be successfully adopted; they are ability, values, information, circumstances, timing, obligation, resistance, and yield. The author discusses the factors and gives suggestions related to each for increasing the probability of successful adoption of a change.
6514971	0	a	The issue of symptom formation in patients is discussed in terms of evolution relating to cultures and changes in disease patterns. Determinants of symptoms depend upon a host of factors including the individual's developmental history and personality, the setting in which illness develops, the contemporary social status of the individual, the cognitive and affective state, and the resources based on learning that the individual has in coping and adapting to stressful situations threatening the stability of the organism.
726040	1	a	As part of an investigation into determinants of health and disease in children below five years old, a household survey on social and hygienic conditions was carried out in the Machakos Project area. This paper deals with the field methodology of the survey, the selection of variables from the material collected and the differences between the eastern and western parts of the area in respect of the variables selected. In later issues of the Machakos Project Studies, the data obtained will be related to those from other cross-sectional surveys as well as to findings on morbidity and mortality in the child population.
2925863	0	a	Social support, family functioning, self-perceptions of appearance, school, behavior, athletics, and social competence, as well as daily hassles/microstressors, were investigated as determinants of general self-esteem in 41 children with congenital/acquired limb deficiencies. Classmate, parent, teacher, and friend social support all were significant predictors of self-esteem. Family conflict and organization were also significantly associated with self-esteem, as were microstressors. The overall model of significant predictor variables accounted for 66% of the variance in general self-esteem. General self-esteem also was significantly predictive of depressive symptomatology. The findings suggest a number of factors which are potentially modifiable and which might enhance general self-esteem in children with visible physical handicaps.
2928145	0	a	Reward allocation in selected American universities was investigated using tenure receipt as the most valuable faculty reward. Because American universities are highly stratified organizations, several representative disciplines and an integrative model were used to examine interdisciplinary perceptions of reward criteria. Three hundred sixty six academicians with professional appointments in physics, psychology, sociology, nursing, and management were surveyed by a mailed questionnaire, the Tenure Decision Factor Inventory (TDFI) composed of Achievement (ACH) Ascriptive (ASCRIPT), Internal Political (IP), and External Political (EP) criteria related to tenure receipt. Significant main effects were shown by both discipline and reward criteria. Perceptions of nursing faculty distinguished nursing from the four other study disciplines. Although many factors influenced tenure decisions, the achievement criteria were identified by members of all disciplines as the most important determinants during tenure review.
277876	1	a	Many patients who were examined at the oral medicine clinic have had almost no findings, despite their severe complaints, and we propose to diagnose their condition as SOC (syndrome of oral complaints). It is more frequent in middle-aged postmenopausal women who thereby tend to express all three determinants of illness--the biologic, the psychological, and the social. Such a triple assessment of the determinants, together with a thorough physical examination, brings the SOC into the diagnostic category of hypochondria. Therefore, it should be treated by the family dentist or by the general internist, with reassurance, local measures, and minor tranquilizers.
45183	1	a	The observation that the biogenic amine depleting agent, reserpine, could induce severe depression in a small proportion of the patients treated with it has proved to be seminal finding in what is now a much larger field of research relating the function brain biogenic amine systems to emotions and behavior. A review of the human reserpine literature suggests, however, that factors other than pharmacologically produced alterations in brain biogenic amine metabolism must have been critical determinants of the eventual mood alterations observed in conjunction with reserpine treatment. While some of these factors, such as previous history of depression, ongoing psychosocial and environmental stress, can be intuitively identified, there are practical as well as ethical problems involved in actually testing the relative contribution of these factors in precipitating human depression and thereby determining their importance in a quantitative fashion. In the present paper we have attempted to examine, in a nonhuman primate model of depression, the degree to which factors such as prior rearing condition, repeated peer separation, and housing environment can intact with the behavioral effects produced by biogenic amine depleting agents. Major emphasis will be placed on studies utilizing alpha-methyl-para-tyrosine, an inhibitor of tyrosine hydroxylase, to ostensively reduce levels of the catecholamine neurotransmitters norepinephrine and dopamine. The results of these studies provide quantitative estimates, in terms of dose-effect relationships, of the degree to which a number of factors can combine to produce despair-like behavior in rhesus monkeys. These data may be of practical importance in evaluating the contribution of similar factors to the precipitation of human depression. Analysis of some of the existing literature relating alterations in behavior to changes in biogenic amine metabolism in animals suggests that there are important differences between rodent and primate species. These differences, when fully established, may indicate that additional research examining the mechanisms whereby modest alterations in biogenic amine metabolism can interact with environmental and social stress is needed.
2808474	0	a	The seasonality of births in the period 1871-1977 is studied in a rural north-western Spanish population. Based on a total sample of 11,695 birth registrations, temporal variation is analysed. For siblings, according to family reconstitution, the total family size, the legitimacy of the child, and birth order are considered. A coefficient of birth month dispersion is defined and estimated for each family. Intra-family variation is related to inter-family coefficients in order to determine whether the local seasonal pattern of births may be partly explained by family characteristics.
7333334	0	a	This study was designed to obtain information potentially of value in understanding an modifying the impact of the social environment of the perceived quality of like among institutionalized aged persons. It was hypothesized that Person-Environment (P-E) congruence, as assessed by the Environmental Perception, Preference and Importance Scale (EPPIS), would be related to (1) sex integration/segregation makeup of the health related facility (HRF) living units, and (2) quantity of social interaction between staff and residents. Analysis of sex by unit sex-type interaction for 60 residents' Person-Environment (P-E) congruence scores revealed that elderly females on sex-integrated units reported a higher level of P-E congruence than those residing on female-only units; males on sex-integrated units, in contrast, reported a poorer level of P-E congruence than males on sex -segregated units. Furthermore, behavioral observations of staff-resident verbal interactions confirmed the hypothesis that residents living on units with high staff-resident interaction perceived the environments more congruent with their preferences than residents on units low in verbal interaction. The observed relationships between the P-E congruence measure, resident-staff interaction, and unit sex-type were taken as further support for the relevance and value of the EPPIS measure as a tool for assessing and improving the institutional milieu.
