sentence_source,label,label_notes,sentence
7372385,1,a,"This paper focuses on the position of the nurse in the division of labor in health care and the occupational strategies British hospital nurses have adopted in response to their changing employement situation. The authors suggest a Marxist framework as an alternative to current approaches to the study of occupational strategy, which tend to focus on the level of distribution relations. An adequate analysis of the situation of hospital nurses, the paper suggests, depends upon locating the occupation within the wider setting of the mode of control and delivery of health care. The central feature of this setting is the dominance of medicine and medical technology, and the main factors shaping it are the activities of individual capitalists involved in the health industry and the State operating within the constraints of capital in general and within the context of class struggle. It is suggested that the characteristic feature of nurses' occupational strategy--the vacillation between professionalism and unionism--can best be understood in relation to the changing mode of control and delivery of health care and nurses' contradictory position within the social relations that constitute that mode."
9270960,0,a,"Asthma and allergic disorders have been on the increase in recent decades, especially among children living in affluent countries; some aspects of the ""Western"" way of life may explain this trend. We evaluated the relation of aeroallergen skin test reactivity with socioeconomic status, number of siblings, and respiratory infections in early life. We examined a total of 2,226 schoolchildren, ages 7-11 years, in three areas of Lazio, Italy. Skin prick tests were performed to assess atopic status, and self-administered questionnaires were completed by the parents. The prevalence of prick test positivity was greater among children whose fathers were in the highest educational level than among those in the lowest [prevalence ratio (PR) = 1.58; 95% confidence interval (CI) = 1.21-2.06]. There was also a lower prevalence of atopy among larger sibships (PR = 0.38 for subjects with four or more siblings vs those without siblings; 95% CI = 0.14-0.99). A history of bronchitis or bronchiolitis before age 2 years was weakly associated with an increased risk of atopy, whereas a history of pertussis or pneumonia was not. Both the effect of father's education and the influence of larger sibship size remained when we adjusted for several potential confounding factors, including respiratory infections in early life. We infer that higher socioeconomic status and lower sibling number are determinants of atopy in this Italian population. Protection arising from early severe respiratory infections does not explain this association, although we cannot exclude a role for other viral infections."
1311941,0,a,"Risk behaviors related to human immunodeficiency virus (HIV) infection and transmission were studied in a sample of 167 male cocaine users admitted during a 5-month period to an inpatient drug treatment program. Data obtained included drug history and related behaviors, sexual behaviors, knowledge, and attitudes regarding HIV infection and AIDS. Approximately 20% of the sample had used IV drugs in the year prior to the interview and 94% of these reported sharing needles; 20% of the IV drug users (IVDUs) reported always using bleach to clean needles. With regard to sexual practices, 7% of the total sample reported sex with other males in the year prior to the interview; 86% of the total sample reported having sex with females and 80% of these noted they never or rarely used condoms during vaginal sex. Respondents generally did not believe they themselves were at high risk for HIV infection, yet they continued to engage in acknowledged high-risk behaviors. These findings suggest that IVDUs and non-IV cocaine users are likely to contribute to the spread of HIV in several populations."
1946862,0,a,"The aims of this study were, first, to estimate the prevalence of depressive disorders in Australian nursing home residents using international diagnostic criteria, and second, to explore environmental determinants of such disorders. Residents of 24 nursing homes were surveyed using the Canberra Interview for the Elderly (CIE) and a range of environmental measures was also taken. Of 323 residents who were screened for cognitive impairment, 165 (51%) scored 18 or above on the Mini-Mental State Examination (Folstein et al. 1975), and were interviewed with the CIE. According to DSM-III-R criteria and the CIE, the prevalence of major depressive episode was 9.7%. Using ICD-10 criteria, 6.1% of residents suffered from a severe depressive episode, 6.7% from a moderate depressive episode and 6.7% from a mild depressive episode. Some measures of the social environment were significantly related to depressive symptoms."
10212524,0,a,"A study was made of stress factors experienced by primary school teachers in Zambia after they had attended a course on stress management and counselling skills. Their pupils were significantly affected by poverty, death and illness of parents, fellow-pupils and teachers, teenage sex and pregnancy, violence in the home and, among girls, low self-esteem. The HIV epidemic had a major bearing on these factors, and there were wide-ranging effects on the teachers' own lives. Despite the training they had been given, many teachers felt that they could not adequately counsel their pupils on these matters. The teachers were in need of continuing support and training to enable them to cope with this aspect of their work."
10401873,0,a,"Because previous findings have been inconsistent, we explored the association of serum concentrations of uric acid with all-cause and cardiovascular disease mortality and myocardial infarction prospectively. We used data from 1,044 men who are members of the World Health Organization Monitoring Trends and Determinants in Cardiovascular Diseases (MONICA) Augsburg cohort. The men, 45-64 years of age in 1984-1985, were followed through 1992. There were 90 deaths, 44 of which were related to cardiovascular disease; 60 men developed incident nonfatal or fatal myocardial infarction. We estimated hazard rate ratios from Cox proportional hazard models. Uric acid levels > or =373 micromol/liter (fourth quartile) vs < or =319 micromol/liter (first and second quartile) independently predicted all-cause mortality [hazard rate ratio = 2.8; 95% confidence interval (CI) = 1.6-5.0] after adjustment for alcohol, total cholesterol/high-density lipoprotein cholesterol ratio, hypertension, use of diuretic drugs, smoking, body mass index, and education. The adjusted risk of cardiovascular disease mortality was 2.2 (95% CI = 1.0-4.8), and that of myocardial infarction was 1.7 (95% CI = 0.8-3.3). Although residual confounding cannot be excluded, our results are among the few, in men, demonstrating a strong positive association of elevated serum uric acid with all-cause mortality. Future investigations may be able to evaluate whether uric acid contributes independently to the development of cardiovascular disease or is simply a component of the atherogenic metabolic condition known as the insulin resistance syndrome."
1634431,0,a,"Many individuals who exhibit self-injurious behavior (SIB) also exhibit self-restraint. Three hypotheses about the determinants of self-restraint have been suggested: (a) Self-restraint is maintained by escape from or avoidance of aversive aspects of SIB, (b) self-restraint and SIB are members of the same functional class, and (c) self-restraint and SIB are functionally independent. This study examined a method by which the relationship between self-restraint and SIB may be investigated using functional analysis. Data were collected on the self-restraint and SIB exhibited by 5 mentally retarded males, while conditions suspected to maintain SIB were manipulated. Results suggested that self-restraint, like SIB, may be maintained by idiosyncratic contingencies. Implications of an understanding of self-restraint for the analysis and treatment of SIB are discussed, as are some general possibilities for future research."
6584748,1,a,"Maori mortality is compared with that of other New Zealanders aged 15-64 in the period 1974 to 1978. For males, it is estimated that approximately 20% of the Maori excess in mortality is associated with marked ethnic differences in socio-economic status. Of the remaining excess, an estimated 15% is linked with cigarette smoking, 10% with alcohol consumption (excluding accidental cause of deaths), 5% with obesity and 17% was due to accidents. However 36% of the non-social class related excess involved rheumatic and hypertensive heart disease, nephritis, bronchiectasis, diabetes and tuberculosis which were all associated with a Maori mortality five or more times that for non-Maoris. It is recommended that resources should be allocated so that Maori people can be employed to maintain contact with Maori patients with these diseases in order to improve health services utilisation and compliance with therapy. While it was not possible to determine socio-economic status for females from national mortality data, other findings were similar to those found for males except that mortality from coronary heart disease and cerebrovascular disease also contributed to the Maori excess."
12268861,1,a,"""This paper seeks to (1) identify socioeconomic variables that are expected to generate fertility differentials; (2) hypothesize the direction and magnitude of the effect of each variable by reference to a demand-for-children model; and (3) test empirically the model using evidence from Costa Rica. The estimates are obtained from a ten-percent systematic random sample of all Costa Rican individual-family households. There are 15,924 families in the sample...."" The authors specifically seek ""to capture the effects of changing relative prices and available income and time constraints on parental preferences for children. Least-squares estimates show statistically significant relationships between household fertility and opportunity cost of time, parental education, occurrence of an extended family, medical care, household sanitation, economic sector of employment, and household stock of nonhuman capital."""
2004868,0,a,"As the AIDS epidemic in Africa assumes major proportions, the need to understand the social context in which heterosexual transmission occurs takes on urgent importance. In this article we explore how the intersection of traditional culture with the colonial legacy and present-day political economy has influenced family structure and sexual relations, and particularly the social position of women. Drawing on Zimbabwe's historical experience, we show how land expropriation, rural impoverishment, and the forcible introduction of male migrant labor fostered new patterns of sexual relations, characterized by multiple partners. Traditional patriarchal values reinterpreted in European law resulted in further subjugation of women as even limited rights to ownership were withdrawn. For many women, sexual relations with men, either within marriage (for the majority) or outside, become inextricably linked to economic and social survival. In this setting, all sexually transmitted diseases became rampant, including genital ulcer, which facilitates transmission of the human immunodeficiency virus (HIV). Intervention programs to halt the spread of AIDS need to take into the account the epidemic's historical roots and social nature. For example, efforts to reduce risk of HIV transmission should seek to expand women's limited options, both technically (e.g., by providing alternatives to condoms) and socially (e.g., by promoting employment)."
