sentence_source,label,label_notes,sentence
11071843,0,a,"BACKGROUND: A randomized controlled trial was conducted to examine: (a) the effect of two physical activity modes on changes in subjective well-being (SWB) over the course of a 12-month period in older, formerly sedentary adults (N = 174, M age = 65.5 years) and (b) the role played by physical activity participation and social support in changes in SWB over time. METHOD: Participants were randomized into either an aerobic activity group or a stretching and toning group. Structural equation modeling was employed to conduct multiple sample latent growth curve analyses of individual growth in measures of SWB (happiness, satisfaction with life, and loneliness) over time. RESULTS: A curvilinear growth pattern was revealed with well-being significantly improving over the course of the intervention followed by significant declines at the 6-month follow-up. Subsequent structural analyses were conducted showing that frequency of exercise participation was a significant predictor of improvement in satisfaction with life, whereas social relations were related to increases in satisfaction with life and reductions in loneliness. Improvements in social relations and exercise frequency also helped to buffer the declines in satisfaction with life at follow-up. CONCLUSIONS: It appears that social relations integral to the exercise environment are significant determinants of subjective well-being in older adults. Findings are discussed in terms of how physical activity environments might be structured to maximize improvements in more global well-being constructs such as satisfaction with life."
18390845,0,a,"Schools are overloaded with health promotion programs that, altogether, focus on a broad array of behavioral domains, including substance abuse, sexuality and nutrition. Although the specific content of programs varies according to the domain focus, programs usually address similar concepts: knowledge, attitudinal beliefs, social influences and skills. This apparent conceptual overlap between behaviors and programs provides opportunities for a transfer-oriented approach which will stimulate students to apply the knowledge and skills they have learned in one domain (e.g. skills for resisting tobacco use) to other domains (e.g. alcohol, sex). A requirement for such an approach is that behaviors share at least some determinants. This review addresses this issue by examining similarities between domain-specific determinants of smoking, drinking, safe sex and healthy nutrition among adolescents. Recent empirical studies and reviews were examined. The results show that the following determinants are relevant to all four behaviors: beliefs about immediate gratification and social advantages, peer norms, peer and parental modeling and refusal self-efficacy. Several other determinants have been found to relate to at least two behaviors, e.g. health risk beliefs and parental norms. These results can be used for the development of a transfer-oriented school health promotion curriculum."
11718448,0,a,"The main objective of this cohort study was to analyze the influence of social factors on the interval from the onset of symptoms to diagnosis in the 217 patients with digestive tract cancer. From the clinical charts, the following information was extracted: date of the beginning of illness, dates of medical attendance, type and date of diagnostic tests, characteristics of the disease (symptoms, stage), and date of treatment. From personal interviews we gathered the data not present in the clinical chart: sociodemographic data, information about other underlying diseases, and variables related to lifestyle. The time periods considered were from onset of symptoms to initial consultation (S-C); from initial consultation to hospital admission (C-H); and from hospital admission to diagnosis (H-D). The information on hospital admission, diagnosis, and treatment was prospectively gathered, whereas data before hospitalization were assessed retrospectively. For statistical analysis, we used Kruskal-Wallis test and Cox regression. Pain was the only predictor associated with a shorter S-C period. Hemorrhage, number of symptoms, and hospital consultation significantly shortened the interval C-H. Both hemorrhage and pain, and an initial visit at private primary care were the independent predictors that decreased the period H-D. In conclusion, sociodemographic factors did not influence healthcare attendance."
16700397,0,a,"This study investigated the attitudes of Omani adolescents towards gender roles and women's empowerment in taking household decisions, and the determinants of their positive attitudes. A national representative secondary school-based sample of 1670 boys and 1675 girls completed a self-administrated questionnaire with 2 indices: Adolescents' Attitudes Towards Gender Roles and Adolescents' Attitudes Towards Women's Empowerment. Other questions included demographic data, risk behaviour lifestyle, proxies to mental health and social environments expected to predict attitudes towards gender role. Eight variables predicted higher scores in both indices: sex, age, socioeconomic class, sleep problems, self-esteem, current smoking, history of indulging in violent behaviour and parental relations."
18268195,0,a,"BACKGROUND: Although risk factors for Alzheimer disease have been well studied, much less is known about risk factors for primary progressive aphasia (PPA). OBJECTIVE: To demonstrate that learning disabilities (LDs) are more common in patients with PPA and their first-degree family members. DESIGN, SETTING, AND PATIENTS: Self-report endorsement of an individual and family history of an LD in a sample of 699 subjects from the Northwestern Alzheimer's Disease Center registry. We compared 3 dementia groups (PPA, typical amnestic Alzheimer disease, and the behavioral variant of frontotemporal dementia) and 1 elderly control group. A retrospective medical record review in the PPA probands was used to obtain additional information. MAIN OUTCOME MEASURE: Prevalence of LDs among probands and their first-degree relatives. RESULTS: The patients with PPA and their first-degree family members had a significantly higher frequency of LD compared with the other dementia groups and the controls. Some of the families of patients with PPA displayed unusual concentrations of LD, especially dyslexia. CONCLUSION: These results suggest that LD may constitute a risk factor for PPA, providing additional clues concerning the determinants for the selective vulnerability of the language network in this syndrome."
9346048,1,a,"OBJECTIVE: To enhance the case definition of unintentional injuries in childhood by applying an objective severity measure to fatal and non-fatal cases. DESIGN: A descriptive prospective epidemiological study of a defined resident childhood population (< 16 years of age) for a one year period, 1990. SETTING: Newcastle upon Tyne, England. Child population estimate for 1990 was 54,400. SUBJECTS: Resident children who died, were admitted to local hospitals, or attended local accident and emergency departments. OUTCOME MEASURES: Using recognised severity scoring systems (for example the injury severity score, trauma score) injuries were classified as severe, moderate, or mild. RESULTS: There were six deaths, 904 admissions, and 11,682 accident and emergency department attendances. All deaths, 25% of admissions, and 1% of accident and emergency attenders were classified as severe. The underlying determinants of severe injuries are different than those for all other injuries (for example age, social class). A comparison with a local survey in 1986 showed a 26% rise in hospital admissions, but no significant rise in the frequency of severe or moderately injured children. Comparisons with other international data showed higher rates of injury admissions and attendances for England, but no significant differences in the frequency of severe injuries. CONCLUSIONS: Objective severity scoring enhances the case definition of unintentional injuries in childhood by allowing for the identification, and, therefore, the more reliable ascertainment of severely injured children. This more completely ascertained set of population cases increases the accuracy of comparisons of injury frequency over time and by place, and, in addition, enhances our basic understanding about the epidemiological characteristics of childhood unintentional injury."
12319653,1,a,"This paper analyzes the impact of internal migration on earnings within the human capital model framework. Since migrants constitute a non-random sample of population, the endogenous nature of migration decision warrants necessary correction for the selectivity bias in their earnings function. The Mincer-type earnings model is thus augmented to determine the extent of this bias. Besides estimating the standard Mincerian earnings model, the paper also attempts to verify the learn-as-you-go proposition by introducing migration duration variables in the earnings model. Based on the household level Population, Labor Force, and Migration (1979-80) survey data, the analysis yields the following important conclusions: (i) the data allowed a meaningful estimation of Mincerian earnings function for migrants and non-migrants; (ii) the level of schooling was one of the important determinants of the distribution of income both for migrants and nonmigrants--the four categorical variables of education were in general statistically significant with expected signs, implying that the hypothesis of a positive relationship between income and education was accepted; (iii) the rates of return to education improved systematically with higher levels of education, thus confirming the notion that education serves as a signalling device; (iv) the age-income profile was almost linear for migrants but showed concavity for nonmigrants; (v) the presence of sample-selection was observed for migrants; and (vi) even after controlling for the influence of personal characteristics, i.e., education and experience, the long-standing migrants earned relatively more at the destination than the more recent migrants."
1761131,1,a,"The issue of do not resuscitate (DNR) decisions has been the subject of much discussion in the medical literature. To try to understand the factors that may be determinants of the timing of DNR decisions, we reviewed the charts of 70 consecutive burned patients who died between 1986 and 1988. When a DNR decision was written, it was within 48 hours of the patient's death (74% of patients). No statistical difference was found in the sex distribution or in the percentage of body surface area burned in the DNR group and in the resuscitation group. Physicians, nurses, social workers, the hospital attorney, the district attorney, and the coroner of our county were interviewed. The uncertainty of legal guidelines and practical considerations of family expectations preclude a uniform approach to this problem."
8816008,1,a,"This study examined the structure and determinants of lay people's implicit theories of heroin addiction. A questionnaire was derived from interviews with lay people about their beliefs and theories of heroin addiction and academic literature on the subject. One hundred and forty-four subjects completed the questionnaire, in which they rated 105 statements about the causes, correlates and cures of heroin addiction. The three parts of the questionnaire were individually factor analyzed and a clear, interpretable factor structure emerged for each. The factors seemed similar to explicit academic theories, but the exception was beliefs about cure, which did not show overall support for the most clinically used models. When the three factor analyses were combined into a single 'higher-order' factor analysis four factors emerged, labelled moralistic, psychosocial, sociocultural and drug treatment, which reflect more or less coherent views on the nature of heroin addiction. Subjects' political beliefs was the greatest (demographic and attitudinal) determinant of lay beliefs in these factors, with experience of addiction, addicts, drugs and age also highly correlated. Vote was the main determinant and best predictor of the four 'higher-order' structured lay theories: right-wing voters emphasizing moralistic and individualistic theory and left-wing voters supporting the psychological and societal ideas. Implications for policy and interventions to addicts of these lay theories are considered."
19207602,0,a,"Healthcare policy reforms enacted through the 1990s explicitly endorsed expanded community care and enhanced equitable access to care. We examine end-of-life home-care service utilization during this time period. We are interested in trends in and predictors of utilization influencing receipt of service or total service use. This is a population-based, retrospective study of home-care utilization by adults 50 years of age and older in British Columbia, Canada, who died in the last 6 months of each year from 1991 to 2000 (n = 98,327). Data were drawn from the British Columbia Linked Health Data resource; we examined both receipt and extent of care, using logistic and standard regression models. Independent variables included year of death, age, gender, area of residence and income quintile. Year of death was not significantly associated with receipt of home care in general. However, the odds of receiving home support services declined significantly over time, while annual home support hours increased. In contrast, receipt of home nursing increased, while annual home nursing visits did not change. Social factors frequently emerged as significant predictors of both receipt and extent of care. However, we found only limited evidence for interactions between these factors and year of death acting as determinants of receipt or extent of service. Results suggest that end-of-life home care services did not expand, but instead were reallocated and intensified over the 1990s. As well, there was little evidence to suggest enhanced equity in access to care."
